seq,HOTA(0),LocA(0),HOTALocA(0),HOTA___5,HOTA___10,HOTA___15,HOTA___20,HOTA___25,HOTA___30,HOTA___35,HOTA___40,HOTA___45,HOTA___50,HOTA___55,HOTA___60,HOTA___65,HOTA___70,HOTA___75,HOTA___80,HOTA___85,HOTA___90,HOTA___95,HOTA___AUC,DetA___5,DetA___10,DetA___15,DetA___20,DetA___25,DetA___30,DetA___35,DetA___40,DetA___45,DetA___50,DetA___55,DetA___60,DetA___65,DetA___70,DetA___75,DetA___80,DetA___85,DetA___90,DetA___95,DetA___AUC,AssA___5,AssA___10,AssA___15,AssA___20,AssA___25,AssA___30,AssA___35,AssA___40,AssA___45,AssA___50,AssA___55,AssA___60,AssA___65,AssA___70,AssA___75,AssA___80,AssA___85,AssA___90,AssA___95,AssA___AUC,DetRe___5,DetRe___10,DetRe___15,DetRe___20,DetRe___25,DetRe___30,DetRe___35,DetRe___40,DetRe___45,DetRe___50,DetRe___55,DetRe___60,DetRe___65,DetRe___70,DetRe___75,DetRe___80,DetRe___85,DetRe___90,DetRe___95,DetRe___AUC,DetPr___5,DetPr___10,DetPr___15,DetPr___20,DetPr___25,DetPr___30,DetPr___35,DetPr___40,DetPr___45,DetPr___50,DetPr___55,DetPr___60,DetPr___65,DetPr___70,DetPr___75,DetPr___80,DetPr___85,DetPr___90,DetPr___95,DetPr___AUC,AssRe___5,AssRe___10,AssRe___15,AssRe___20,AssRe___25,AssRe___30,AssRe___35,AssRe___40,AssRe___45,AssRe___50,AssRe___55,AssRe___60,AssRe___65,AssRe___70,AssRe___75,AssRe___80,AssRe___85,AssRe___90,AssRe___95,AssRe___AUC,AssPr___5,AssPr___10,AssPr___15,AssPr___20,AssPr___25,AssPr___30,AssPr___35,AssPr___40,AssPr___45,AssPr___50,AssPr___55,AssPr___60,AssPr___65,AssPr___70,AssPr___75,AssPr___80,AssPr___85,AssPr___90,AssPr___95,AssPr___AUC,LocA___5,LocA___10,LocA___15,LocA___20,LocA___25,LocA___30,LocA___35,LocA___40,LocA___45,LocA___50,LocA___55,LocA___60,LocA___65,LocA___70,LocA___75,LocA___80,LocA___85,LocA___90,LocA___95,LocA___AUC,RHOTA___5,RHOTA___10,RHOTA___15,RHOTA___20,RHOTA___25,RHOTA___30,RHOTA___35,RHOTA___40,RHOTA___45,RHOTA___50,RHOTA___55,RHOTA___60,RHOTA___65,RHOTA___70,RHOTA___75,RHOTA___80,RHOTA___85,RHOTA___90,RHOTA___95,RHOTA___AUC,HOTA_TP___5,HOTA_TP___10,HOTA_TP___15,HOTA_TP___20,HOTA_TP___25,HOTA_TP___30,HOTA_TP___35,HOTA_TP___40,HOTA_TP___45,HOTA_TP___50,HOTA_TP___55,HOTA_TP___60,HOTA_TP___65,HOTA_TP___70,HOTA_TP___75,HOTA_TP___80,HOTA_TP___85,HOTA_TP___90,HOTA_TP___95,HOTA_TP___AUC,HOTA_FN___5,HOTA_FN___10,HOTA_FN___15,HOTA_FN___20,HOTA_FN___25,HOTA_FN___30,HOTA_FN___35,HOTA_FN___40,HOTA_FN___45,HOTA_FN___50,HOTA_FN___55,HOTA_FN___60,HOTA_FN___65,HOTA_FN___70,HOTA_FN___75,HOTA_FN___80,HOTA_FN___85,HOTA_FN___90,HOTA_FN___95,HOTA_FN___AUC,HOTA_FP___5,HOTA_FP___10,HOTA_FP___15,HOTA_FP___20,HOTA_FP___25,HOTA_FP___30,HOTA_FP___35,HOTA_FP___40,HOTA_FP___45,HOTA_FP___50,HOTA_FP___55,HOTA_FP___60,HOTA_FP___65,HOTA_FP___70,HOTA_FP___75,HOTA_FP___80,HOTA_FP___85,HOTA_FP___90,HOTA_FP___95,HOTA_FP___AUC,MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,sMOTA,CLR_F1,FP_per_frame,MOTAL,MOTP_sum,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,CLR_Frames,IDF1,IDR,IDP,IDTP,IDFN,IDFP,Dets,GT_Dets,IDs,GT_IDs
0000,0.760394722768176,0.44121876948895783,0.33550042390567186,0.760394722768176,0.6305246808668195,0.5787243033456907,0.5492497245887359,0.5035618533437239,0.45320681603218527,0.41163939550450057,0.38426974792452323,0.3528889939832379,0.32768639118668724,0.27537784244804825,0.22288369104312608,0.18993862034709627,0.14668110712677657,0.09095263469163109,0.01487849251609039,0.0,0.0,0.0,0.31015047461668677,0.7295918367346939,0.5622119815668203,0.4675324675324675,0.4425531914893617,0.4066390041493776,0.36693548387096775,0.3346456692913386,0.3038461538461538,0.2744360902255639,0.25555555555555554,0.21942446043165467,0.18118466898954705,0.14915254237288136,0.1188118811881188,0.0660377358490566,0.008928571428571428,0.0,0.0,0.0,0.2572361733959016,0.7924980863292551,0.7071378522994949,0.716360557910765,0.6816700585652742,0.6235863691270901,0.5597616669045241,0.5063474817712106,0.4859802808125813,0.4537691889290063,0.4201762342263442,0.34559937375332955,0.2741795981417924,0.24187773755251635,0.18108750549846897,0.1252674951827179,0.024793388429752067,0.0,0.0,0.0,0.37579436186495385,0.8125,0.6931818181818182,0.6136363636363636,0.5909090909090909,0.5568181818181818,0.5170454545454546,0.48295454545454547,0.44886363636363635,0.4147727272727273,0.39204545454545453,0.3465909090909091,0.29545454545454547,0.25,0.20454545454545456,0.11931818181818182,0.017045454545454544,0.0,0.0,0.0,0.3555622009569378,0.8773006134969326,0.7484662576687117,0.6625766871165644,0.6380368098159509,0.6012269938650306,0.558282208588957,0.5214723926380368,0.48466257668711654,0.44785276073619634,0.4233128834355828,0.37423312883435583,0.31901840490797545,0.26993865030674846,0.22085889570552147,0.12883435582822086,0.018404907975460124,0.0,0.0,0.0,0.38391992250565066,0.838512677798392,0.7661347005611786,0.7696174827536497,0.7462301485502129,0.7076389129505792,0.6659442448223155,0.6268776440966879,0.612605128875388,0.5858431192557494,0.557529848631463,0.48415438289763846,0.4032734208349658,0.3621472184335997,0.28429881667815216,0.19370423810238785,0.04838709677419354,0.0,0.0,0.0,0.455415741158766,0.9083674945743911,0.8503938802676927,0.865874634367404,0.8462447591340807,0.8061213229398969,0.7506721036436593,0.6928764089988981,0.6699952707929222,0.6349645338095214,0.5985348339655058,0.5223217632451937,0.4395432925744383,0.4005718434945354,0.32168017373801583,0.24376270097706615,0.04838709677419354,0.0,0.0,0.0,0.5052795849103903,0.44121876948895783,0.5031076162988641,0.5523737700669812,0.5668159911294132,0.5879292099995151,0.6115301407961306,0.632096164010815,0.6515518826754182,0.6701029651349261,0.6812686735291384,0.7025154005974735,0.7250384038983122,0.7434236364694686,0.7558566192948423,0.7802841522480085,0.8052700815054225,1.0,1.0,1.0,0.705809656691773,0.8024367234508399,0.7001250618012113,0.6630119816480533,0.6346692324406099,0.5892573531691802,0.5379797630968761,0.4945127075221311,0.4670533974253441,0.43383301400932756,0.4058671983992602,0.34609478633810037,0.28461835594685947,0.2459053362335374,0.19245941422722568,0.1222566553039946,0.02055759167575661,0.0,0.0,0.0,0.36529676698359514,143.0,122.0,108.0,104.0,98.0,91.0,85.0,79.0,73.0,69.0,61.0,52.0,44.0,36.0,21.0,3.0,0.0,0.0,0.0,62.578947368421055,33.0,54.0,68.0,72.0,78.0,85.0,91.0,97.0,103.0,107.0,115.0,124.0,132.0,140.0,155.0,173.0,176.0,176.0,176.0,113.42105263157895,20.0,41.0,55.0,59.0,65.0,72.0,78.0,84.0,90.0,94.0,102.0,111.0,119.0,127.0,142.0,160.0,163.0,163.0,163.0,100.42105263157895,-0.14204545454545456,0.6812686735291384,-0.14204545454545456,0.39204545454545453,0.4233128834355828,0.0,0.75,0.25,-0.26700262230959915,0.40707964601769914,0.6143790849673203,-0.14204545454545456,47.00753847351055,69,107,94,0,0,3,1,2.0,153,0.40707964601769914,0.39204545454545453,0.4233128834355828,69,107,94,163,176,4,4
0001,0.7103635925588029,0.6643946351636363,0.4719617599116358,0.7103635925588029,0.7067954716296897,0.6808379160838111,0.6599097228756698,0.6539467768343408,0.6319484812115983,0.6079052117288496,0.5939520570519542,0.5831125099092259,0.5671162348889749,0.5347360734279525,0.5079196145306255,0.43371297132267644,0.3294421678589774,0.19065449077149565,0.11699715935894349,0.05282859011668849,0.0035940078898479247,0.0,0.4508301605289539,0.9180887372013652,0.9115646258503401,0.8795986622073578,0.8366013071895425,0.8306188925081434,0.8070739549839229,0.7728706624605678,0.75625,0.7345679012345679,0.7082066869300911,0.6578171091445427,0.6149425287356322,0.5026737967914439,0.3542168674698795,0.17573221757322174,0.08914728682170543,0.029304029304029304,0.0017825311942959,0.0,0.5568977788210868,0.5496379741802355,0.5480245991887062,0.5269906468639796,0.5205356943665159,0.5148527089730631,0.4948231577038082,0.47815082703563233,0.4664846890264435,0.4628846409449346,0.45413412469853587,0.43468414586692383,0.41952267532279824,0.3742127453116263,0.306400264727234,0.206843886415949,0.15354741334347827,0.09523809523809523,0.007246376811594203,0.0,0.36916919294839756,0.9711191335740073,0.9675090252707581,0.9494584837545126,0.924187725631769,0.9205776173285198,0.9061371841155235,0.8844765342960289,0.8736462093862816,0.8592057761732852,0.8411552346570397,0.8050541516245487,0.7725631768953068,0.6787003610108303,0.5306859205776173,0.30324909747292417,0.16606498194945848,0.05776173285198556,0.0036101083032490976,0.0,0.6534296028880867,0.9438596491228071,0.9403508771929825,0.9228070175438596,0.8982456140350877,0.8947368421052632,0.8807017543859649,0.8596491228070176,0.8491228070175438,0.8350877192982457,0.8175438596491228,0.7824561403508772,0.7508771929824561,0.6596491228070176,0.5157894736842106,0.29473684210526313,0.16140350877192983,0.056140350877192984,0.0035087719298245615,0.0,0.6350877192982457,0.5773503831537211,0.5764441356315294,0.5642242801740418,0.5629667393564999,0.5588188063533001,0.5443856412187211,0.5333352622792373,0.5241499469677721,0.522593877918874,0.5153757345350319,0.49877923793086504,0.48385233475430617,0.4402654190076587,0.3718782619345119,0.24946857791183139,0.19158169529221197,0.13104956694756553,0.011235955056179775,0.0,0.4135660977065189,0.9594531592254641,0.95567136887566,0.9446942431543193,0.9367032075576998,0.9335501191922762,0.9201640321959048,0.9062651617294475,0.896898286340435,0.889491086292557,0.8813425481665825,0.8618186985395506,0.8479323503622569,0.801954604507796,0.7518614385876291,0.7129879730921397,0.5720426676676676,0.338203125,0.02,0.0,0.7437386352888097,0.6643946351636363,0.6665383177232742,0.6768684088607132,0.6907785910871501,0.6925300693878708,0.6991434161715033,0.7081843835651795,0.7122933857830646,0.7169002417505127,0.7222734486472626,0.7307316338181473,0.7372342008532474,0.7532148740506771,0.773665374575788,0.8113165194596719,0.841461252451,0.8739898009553952,0.9013963531723543,1.0,0.7564692056566551,0.7305915091658833,0.7281612086519461,0.7073582829968726,0.6935940451638436,0.6884488943280803,0.6696100826278532,0.6503177579977776,0.6383906173376068,0.6306450326465634,0.6180592983092854,0.591560881292482,0.5693046379812827,0.5039626229571541,0.40323976310874626,0.25045003867723514,0.15968358846566155,0.07416951809520415,0.005114704790699846,0.0,0.49014013076811463,269.0,268.0,263.0,256.0,255.0,251.0,245.0,242.0,238.0,233.0,223.0,214.0,188.0,147.0,84.0,46.0,16.0,1.0,0.0,181.0,8.0,9.0,14.0,21.0,22.0,26.0,32.0,35.0,39.0,44.0,54.0,63.0,89.0,130.0,193.0,231.0,261.0,276.0,277.0,96.0,16.0,17.0,22.0,29.0,30.0,34.0,40.0,43.0,47.0,52.0,62.0,71.0,97.0,138.0,201.0,239.0,269.0,284.0,285.0,104.0,0.48375451263537905,0.7208747104821609,0.6678700361010831,0.8483754512635379,0.8245614035087719,0.5384615384615384,0.3076923076923077,0.15384615384615385,0.24695146918161667,0.8362989323843416,0.11210762331838565,0.6617055228299714,169.40555696330782,235,42,50,51,7,4,2,6.0,446,0.5409252669039146,0.5487364620938628,0.5333333333333333,152,125,133,285,277,78,13
0002,0.7957905788046441,0.6588201565269401,0.5242828736907399,0.7957905788046441,0.7639871599017527,0.7403743366431695,0.7192751771822226,0.7094656529384271,0.695763688252848,0.6924799419829449,0.6764112399858824,0.6586932423445148,0.6250259636288891,0.612148426051246,0.5988881877035462,0.5717973508455948,0.4825701754300607,0.359751051668366,0.28870370729109746,0.13542666064238018,0.005965393717867585,0.0,0.5332904176323924,0.9681274900398407,0.9147286821705426,0.8854961832061069,0.8364312267657993,0.8095238095238095,0.7898550724637681,0.7833935018050542,0.7642857142857142,0.7034482758620689,0.6411960132890365,0.6038961038961039,0.5732484076433121,0.5294117647058824,0.38764044943820225,0.25063291139240507,0.1650943396226415,0.057815845824411134,0.002028397565922921,0.0,0.5613817994474012,0.6541314566826001,0.6380868905408666,0.6190361615959961,0.6185287731436855,0.6217748098050777,0.6128809281191417,0.6121169871128603,0.5986402166457333,0.6167856293039001,0.6092636995765628,0.6205135173077498,0.6256747626135731,0.6175763974865204,0.600747353770996,0.5163759957041987,0.5048618310848064,0.3172206538056508,0.017543859649122806,0.0,0.527461048628897,0.9798387096774194,0.9516129032258065,0.9354838709677419,0.907258064516129,0.8911290322580645,0.8790322580645161,0.875,0.8629032258064516,0.8225806451612904,0.7782258064516129,0.75,0.7258064516129032,0.6895161290322581,0.5564516129032258,0.39919354838709675,0.28225806451612906,0.10887096774193548,0.004032258064516129,0.0,0.6525891341256367,0.9878048780487805,0.959349593495935,0.943089430894309,0.9146341463414634,0.8983739837398373,0.8861788617886179,0.8821138211382114,0.8699186991869918,0.8292682926829268,0.7845528455284553,0.7560975609756098,0.7317073170731707,0.6951219512195121,0.5609756097560976,0.4024390243902439,0.2845528455284553,0.10975609756097561,0.0040650406504065045,0.0,0.6578947368421053,0.6767100382049172,0.6613881275734078,0.649773357466405,0.6452971705628906,0.6477402950530123,0.6427470604356409,0.641642885870015,0.6321640328665077,0.6470661048351658,0.6436947759821621,0.6557334682682292,0.6649953510729374,0.6669379264055609,0.6640980486557698,0.5977916294008248,0.5941270142009059,0.44918108711212157,0.03571428571428571,0.0,0.5693054031410927,0.9585506183946729,0.9411082710034538,0.9275625029084648,0.9205831887410835,0.9230111695877353,0.9168875223619309,0.9157955471016348,0.9065465750205052,0.9171179420186129,0.9225751266479382,0.9227173144929229,0.9251444738389182,0.9071122250069618,0.8524819294613345,0.7315298346877294,0.6547754306400924,0.4826640675763483,0.03333333333333333,0.0,0.7768156354117722,0.6588201565269401,0.6761971447449457,0.6858217101727768,0.7015640815316044,0.7103318584531959,0.7161481405333574,0.717933612227944,0.7229168597170971,0.7374349890212605,0.7527919167669964,0.76128409853956,0.767388607934958,0.7738594465556076,0.7968202159565354,0.8225877519941505,0.8439985093123239,0.868801078204005,0.9002322824698682,1.0,0.7692069716138488,0.8005893594567003,0.7792379087402779,0.7609851146499746,0.7491096165247619,0.7443665659767645,0.7339905354766133,0.7318485934424912,0.7187270511404704,0.7122892115419232,0.6885816828413778,0.682191423268288,0.6738833573522224,0.6525556581446464,0.5781754352730799,0.45401978594228615,0.37749347449997905,0.18583896138202746,0.008410788878156111,0.0,0.5806470802385284,243.0,236.0,232.0,225.0,221.0,218.0,217.0,214.0,204.0,193.0,186.0,180.0,171.0,138.0,99.0,70.0,27.0,1.0,0.0,161.8421052631579,5.0,12.0,16.0,23.0,27.0,30.0,31.0,34.0,44.0,55.0,62.0,68.0,77.0,110.0,149.0,178.0,221.0,247.0,248.0,86.15789473684211,3.0,10.0,14.0,21.0,25.0,28.0,29.0,32.0,42.0,53.0,60.0,66.0,75.0,108.0,147.0,176.0,219.0,245.0,246.0,84.15789473684211,0.3870967741935484,0.7527919167669964,0.5645161290322581,0.7782258064516129,0.7845528455284553,0.5384615384615384,0.38461538461538464,0.07692307692307693,0.19471306425818674,0.7813765182186235,0.22844827586206898,0.557889303723846,145.2888399360303,193,55,53,44,7,5,1,3.0,232,0.6032388663967612,0.6008064516129032,0.6056910569105691,149,99,97,246,248,62,13
0003,0.6219991626292833,0.6964057981863611,0.43316382332209424,0.6219991626292833,0.6219991626292833,0.6219991626292833,0.6219991626292833,0.6219991626292833,0.6219991626292833,0.6219991626292833,0.5656826182947354,0.5656826182947354,0.5656826182947354,0.5656826182947354,0.5656826182947354,0.4580783090034794,0.36739523913603606,0.16416490511216592,0.11503946170861017,0.0,0.0,0.0,0.4361623760441553,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.9019607843137255,0.515625,0.36619718309859156,0.19753086419753085,0.043010752688172046,0.0,0.0,0.0,0.6573321357208305,0.3949430199430199,0.3949430199430199,0.3949430199430199,0.3949430199430199,0.3949430199430199,0.3949430199430199,0.3949430199430199,0.3547790881886991,0.3547790881886991,0.3547790881886991,0.3547790881886991,0.3547790881886991,0.40695415695415693,0.3685972147510609,0.1364349626068376,0.3076923076923077,0.0,0.0,0.0,0.3030618538183683,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9387755102040817,0.9387755102040817,0.9387755102040817,0.9387755102040817,0.9387755102040817,0.673469387755102,0.5306122448979592,0.32653061224489793,0.08163265306122448,0.0,0.0,0.0,0.6928034371643393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.6875,0.5416666666666666,0.3333333333333333,0.08333333333333333,0.0,0.0,0.0,0.7072368421052632,0.3949430199430199,0.3949430199430199,0.3949430199430199,0.3949430199430199,0.3949430199430199,0.3949430199430199,0.3949430199430199,0.37105165366034926,0.37105165366034926,0.37105165366034926,0.37105165366034926,0.37105165366034926,0.44483294483294483,0.4342537804076265,0.1501068376068376,0.3076923076923077,0.0,0.0,0.0,0.3135129093917159,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9795396419437341,0.9795396419437341,0.9795396419437341,0.9795396419437341,0.9795396419437341,0.946524064171123,0.8823529411764706,0.8455882352941176,1.0,0.0,0.0,0.0,0.8195875500189674,0.6964057981863611,0.6964057981863611,0.6964057981863611,0.6964057981863611,0.6964057981863611,0.6964057981863611,0.6964057981863611,0.7107346856813563,0.7107346856813563,0.7107346856813563,0.7107346856813563,0.7107346856813563,0.7400683059954247,0.7591271464465696,0.7809253080264852,0.8069680239868315,1.0,1.0,1.0,0.7639790947456117,0.6219991626292833,0.6219991626292833,0.6219991626292833,0.6219991626292833,0.6219991626292833,0.6219991626292833,0.6219991626292833,0.5771117045460825,0.5771117045460825,0.5771117045460825,0.5771117045460825,0.5771117045460825,0.5235180674325479,0.4422467587017406,0.21106916371564188,0.15848577035006545,0.0,0.0,0.0,0.4513090748071259,48.0,48.0,48.0,48.0,48.0,48.0,48.0,46.0,46.0,46.0,46.0,46.0,33.0,26.0,16.0,4.0,0.0,0.0,0.0,33.94736842105263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,16.0,23.0,33.0,45.0,49.0,49.0,49.0,15.052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,15.0,22.0,32.0,44.0,48.0,48.0,48.0,14.052631578947368,0.3877551020408163,0.7107346856813563,0.8979591836734694,0.9387755102040817,0.9583333333333334,1.0,0.0,0.0,0.11619990900698754,0.9484536082474226,0.013986013986013986,0.869429795741387,32.69379554134239,46,3,2,25,3,0,0,0.0,143,0.4329896907216495,0.42857142857142855,0.4375,21,28,27,48,49,29,3
0004,0.9168220876292318,0.7077847138908971,0.6489126589815108,0.9168220876292318,0.9094768924466654,0.8929100281819321,0.8859375369653023,0.8853359294489914,0.8773751052760628,0.8676093129000209,0.8633083661836509,0.8537016087779558,0.8362379747656024,0.814462713088532,0.7994893042779687,0.7235310024837237,0.5913900806356448,0.3341894386989345,0.056148343372069545,0.010725437874362727,0.0011390363887104275,0.0,0.6378836947050192,0.9873737373737373,0.979874213836478,0.9577114427860697,0.9456118665018541,0.9432098765432099,0.928921568627451,0.9125151883353585,0.9032648125755743,0.8872901678657075,0.8627218934911243,0.8366394399066511,0.8091954022988506,0.7090119435396308,0.5431372549019607,0.2642570281124498,0.05143620574482298,0.007037747920665387,0.0006357279084551812,0.0,0.6594655535931606,0.8513116245127105,0.8441371414968967,0.8324932571636344,0.8300290501934044,0.8310130411758909,0.8286889887760905,0.8249133049544428,0.8251194165280592,0.8213845517787544,0.8105670618955616,0.7928738227850535,0.7898996284939449,0.7383473809222806,0.6439297328948,0.4226286117559168,0.0612921660487202,0.016345430227620087,0.0020408163265306124,0.0,0.6193165804173849,0.9936467598475223,0.9898348157560356,0.9783989834815756,0.9720457433290979,0.9707750952986023,0.963151207115629,0.9542566709021602,0.9491740787801779,0.940279542566709,0.9263024142312579,0.9110546378653113,0.8945362134688691,0.829733163913596,0.7039390088945362,0.41804320203303685,0.09783989834815757,0.01397712833545108,0.0012706480304955528,0.0,0.7109610111683274,0.9936467598475223,0.9898348157560356,0.9783989834815756,0.9720457433290979,0.9707750952986023,0.963151207115629,0.9542566709021602,0.9491740787801779,0.940279542566709,0.9263024142312579,0.9110546378653113,0.8945362134688691,0.829733163913596,0.7039390088945362,0.41804320203303685,0.09783989834815757,0.01397712833545108,0.0012706480304955528,0.0,0.7109610111683274,0.8553755632621832,0.8512637480125759,0.8423324651471883,0.8410544063711867,0.8420545782683699,0.8412953284554036,0.8390968696126312,0.8391939307834047,0.8376564572744802,0.8310796823104221,0.8212043715471871,0.819589078900476,0.79292159380945,0.7298376077305577,0.5037513222473075,0.10691349197834654,0.021003302905201044,0.003663003663003663,0.0,0.643120358014704,0.9952504311457332,0.991677286760889,0.9843872011016508,0.9808747326657473,0.9796597900264473,0.9737155740773875,0.9696136137870554,0.9662983346791975,0.9607845896234658,0.9507588374145552,0.9381534315847238,0.931957617526135,0.8887968094927766,0.8257635858645075,0.6427083019135365,0.2397765387423018,0.20141687614581694,0.0045871559633027525,0.0,0.7592726688692227,0.7077847138908971,0.7101896503222127,0.7170914424046135,0.7206647909130277,0.7213422144725936,0.7248784563296672,0.7285764707247414,0.7304808851487062,0.7333608802633435,0.7371846536575426,0.7407309757791496,0.7437273983478888,0.7523522946292774,0.7661800081980427,0.7907232341887346,0.828017785917909,0.8676633846458592,0.9036102149432959,1.0,0.7697136555146054,0.9197298719284839,0.9140877047233528,0.9025023859049713,0.898235050017529,0.8981796948505943,0.8933939779644373,0.8872310996401811,0.8849756844493856,0.8788236971189889,0.8665046026018536,0.8499125681447015,0.8405913529732744,0.782707677514384,0.6732661123000986,0.42032965411593387,0.07743913284473929,0.015114965298987865,0.0016103289247570794,0.0,0.6634018716482449,782.0,779.0,770.0,765.0,764.0,758.0,751.0,747.0,740.0,729.0,717.0,704.0,653.0,554.0,329.0,77.0,11.0,1.0,0.0,559.5263157894736,5.0,8.0,17.0,22.0,23.0,29.0,36.0,40.0,47.0,58.0,70.0,83.0,134.0,233.0,458.0,710.0,776.0,786.0,787.0,227.47368421052633,5.0,8.0,17.0,22.0,23.0,29.0,36.0,40.0,47.0,58.0,70.0,83.0,134.0,233.0,458.0,710.0,776.0,786.0,787.0,227.47368421052633,0.8386277001270648,0.7371846536575426,0.8526048284625158,0.9263024142312579,0.9263024142312579,0.5555555555555556,0.4444444444444444,0.0,0.5951812103130223,0.9263024142312579,0.1853035143769968,0.8512815848981471,537.4076125163485,729,58,58,11,5,4,0,8.0,313,0.8602287166454892,0.8602287166454892,0.8602287166454892,677,110,110,787,787,25,9
0005,0.9696909247828629,0.6797664466468952,0.6591633542853884,0.9696909247828629,0.9696909247828629,0.9668284574253908,0.9655251893777554,0.9631406946658874,0.9620480060360698,0.9600373005221756,0.9582322211471157,0.9543295906728367,0.8421398590331255,0.7697525332572114,0.6398429139071342,0.6295664403289571,0.6143873859002165,0.34222028517809866,0.04231001535442175,0.001370327239576331,0.0,0.0,0.6605848984006156,0.9785458879618594,0.9785458879618594,0.9738406658739596,0.9714964370546318,0.966824644549763,0.9644970414201184,0.9598583234946871,0.9552414605418139,0.9483568075117371,0.7754010695187166,0.6683417085427136,0.4995483288166215,0.4716312056737589,0.45359019264448336,0.2028985507246377,0.031696706028589185,0.0006027727546714888,0.0,0.0,0.6211009311091907,0.9609160910836037,0.9609160910836037,0.9598667408786796,0.9595906436356043,0.9594707819570293,0.9596051892033021,0.9602163109220646,0.9612323455095068,0.9603399906237428,0.9146228578360425,0.8865509287873907,0.8195382325609942,0.8403894780928552,0.8321869962677033,0.5772082805377973,0.056477079910977834,0.003115264797507788,0.0,0.0,0.7143285949309687,0.9867788461538461,0.9867788461538461,0.984375,0.9831730769230769,0.9807692307692307,0.9795673076923077,0.9771634615384616,0.9747596153846154,0.9711538461538461,0.8713942307692307,0.7992788461538461,0.6646634615384616,0.6394230769230769,0.6225961538461539,0.33653846153846156,0.06129807692307692,0.001201923076923077,0.0,0.0,0.67478491902834,0.9915458937198067,0.9915458937198067,0.9891304347826086,0.9879227053140096,0.9855072463768116,0.9842995169082126,0.9818840579710145,0.9794685990338164,0.9758454106280193,0.8756038647342995,0.8031400966183575,0.6678743961352657,0.642512077294686,0.6256038647342995,0.33816425120772947,0.06159420289855073,0.0012077294685990338,0.0,0.0,0.678044749555047,0.9647635332273308,0.9647635332273308,0.9636030046149433,0.9631673114665509,0.9625868391907335,0.9624427739627468,0.9624487832467878,0.9628493967689749,0.9624910922366477,0.9244931893190976,0.900497984880333,0.8412502455438654,0.8563789637279952,0.8547870826886705,0.6322162233589798,0.1048042780485434,0.006211180124223602,0.0,0.0,0.7257766008228291,0.9937693244635997,0.9937693244635997,0.9928148774302621,0.9924769606921195,0.9920814479638009,0.9920245398773007,0.992194152710758,0.9927440007587973,0.9924377690908808,0.9565870666029304,0.9331962743304443,0.8785808983120947,0.8947553916430852,0.893655878779483,0.6694385794330263,0.14490840711004258,0.006211180124223602,0.0,0.0,0.7532445301992867,0.6797664466468952,0.6797664466468952,0.6810986539258097,0.6817458331749943,0.682878619569613,0.6833529597256907,0.6842316333219833,0.6850173001565844,0.6859885101720621,0.7078719260992536,0.7244571413425073,0.754325876607944,0.7595285373197922,0.7616008951112265,0.7881254345394497,0.8184378517608581,0.8509399206487982,1.0,1.0,0.7531123150931768,0.9737616092299709,0.9737616092299709,0.9720436322781247,0.9713102932069715,0.9700615551425321,0.9695348738624342,0.9686528243939087,0.9679723505369865,0.9657317823855629,0.8927469303492416,0.8417846538265035,0.7380495366282016,0.7330514483280912,0.7198030446983783,0.44074117883339536,0.058838222175503246,0.0019350216150861744,0.0,0.0,0.6926200298274139,821.0,821.0,819.0,818.0,816.0,815.0,813.0,811.0,808.0,725.0,665.0,553.0,532.0,518.0,280.0,51.0,1.0,0.0,0.0,561.421052631579,11.0,11.0,13.0,14.0,16.0,17.0,19.0,21.0,24.0,107.0,167.0,279.0,300.0,314.0,552.0,781.0,831.0,832.0,832.0,270.57894736842104,7.0,7.0,9.0,10.0,12.0,13.0,15.0,17.0,20.0,103.0,163.0,275.0,296.0,310.0,548.0,777.0,827.0,828.0,828.0,266.57894736842104,0.7355769230769231,0.7078719260992536,0.7475961538461539,0.8713942307692307,0.8756038647342995,0.75,0.125,0.125,0.4810182048340852,0.8734939759036144,0.4087301587301587,0.7463942307692307,513.2071464219589,725,107,103,10,6,1,1,4.0,252,0.8614457831325302,0.859375,0.8635265700483091,715,117,113,828,832,18,8
